user_input,intent,,
Movies from 1950,search_by_year,,
Show me 1970 films,search_by_year,,
List all movies from 1965,search_by_year,,
Display 1945 films,search_by_year,,
Films released in 1930,search_by_year,,
Which films came out in 1940?,search_by_year,,
Tell me 1920 movies,search_by_year,,
Movies from 1915,search_by_year,,
I want movies from 1900,search_by_year,,
2025 films list,search_by_year,,
Get me 2026 movies,search_by_year,,
Find all films from 2027,search_by_year,,
Show movies released in 2028,search_by_year,,
What are the movies from 2029?,search_by_year,,
Tell me which movies came out in 2030,search_by_year,,
List 2031 films,search_by_year,,
Can you give me 2032 movies?,search_by_year,,
I’d like films from 2033,search_by_year,,
2034 movies please,search_by_year,,
Display movies from 2035,search_by_year,,
Give 2036 films list,search_by_year,,
What films came out in 2037?,search_by_year,,
Show 2038 movies,search_by_year,,
Find 2039 film list,search_by_year,,
I want 2040 movies,search_by_year,,
Give list of movies from 2041,search_by_year,,
Movies released in 2042 please,search_by_year,,
2043 films,search_by_year,,
Tell me 2044 movies,search_by_year,,
What are 2045 films?,search_by_year,,
Show me movies from 2046,search_by_year,,
List movies released in 2047,search_by_year,,
Display 2048 films,search_by_year,,
Get me films from 2049,search_by_year,,
Which movies came out in 2050?,search_by_year,,
Can you list 2051 films?,search_by_year,,
2052 movies please,search_by_year,,
Show 2053 film list,search_by_year,,
I want to see 2054 movies,search_by_year,,
Show me more movies in the same language,search_by_language,,
Give me other films in this language,search_by_language,,
List more from this language,search_by_language,,
What else is there in this language,search_by_language,,
Find similar language movies,search_by_language,,
More movies in this language please,search_by_language,,
Do you have other movies like these in this language,search_by_language,,
Show other films in the same language,search_by_language,,
Can you find more from this language,search_by_language,,
Any other movies in this language,search_by_language,,
Please list more titles in this language,search_by_language,,
Give me some more from this language,search_by_language,,
I want more from this language,search_by_language,,
give me some other movies from the same language,search_by_language,,
More films in this language,search_by_language,,
Show the rest in this language,search_by_language,,
List the remaining in this language,search_by_language,,
Any other films from this language,search_by_language,,
Give me more of these language movies,search_by_language,,
What other movies are there in this language,search_by_language,,
list some other from the same lanaguge,search_by_language,,
Can I see more from this language,search_by_language,,
Show me the next movies in this language,search_by_language,,
More titles from this language please,search_by_language,,
Do you have more like this in the same language,search_by_language,,
List additional movies in this language,search_by_language,,
Are there more films from this language,search_by_language,,
give me some other movies same langauge,search_by_language,,
Find more in this language,search_by_language,,
Show me more titles from this language,search_by_language,,
I’d like more in this language,search_by_language,,
Continue with more movies in this language,search_by_language,,
Give me more like this in this language,search_by_language,,
List similar language films,search_by_language,,
Are there other movies from this language,search_by_language,,
Show next set from this language,search_by_language,,
Give me the rest from this language,search_by_language,,
Find the remaining titles in this language,search_by_language,,
Any more in this language,search_by_language,,
More from this language,search_by_language,,
Can you continue with more movies in this language,search_by_language,,
Show me the rest in the same language,search_by_language,,
List what’s left in this language,search_by_language,,
Can you show me other movies directed by him?,search_by_director,,
Can you show me other movies directed by her?,search_by_director,,
Show me some other films from the same director.,search_by_director,,
What else has he directed?,search_by_director,,
What else has she directed?,search_by_director,,
List movies from this director.,search_by_director,,
Give me other titles by the same person.,search_by_director,,
Give me more films from him.,search_by_director,,
Show me movies from her filmography.,search_by_director,,
Which other movies did he make?,search_by_director,,
Which other movies did she make?,search_by_director,,
I want to see more movies from this director.,search_by_director,,
Any other films from this person?,search_by_director,,
"More movies by the same director, please.",search_by_director,,
Show me similar movies by this director.,search_by_director,,
What are his other works?,search_by_director,,
What are her other works?,search_by_director,,
Which films has he made?,search_by_director,,
Which films has she made?,search_by_director,,
Can you list the other movies he directed?,search_by_director,,
Can you list the other movies she directed?,search_by_director,,
Give me the director’s other movies.,search_by_director,,
I want the full list of his films.,search_by_director,,
I want the full list of her films.,search_by_director,,
Which other projects did he work on?,search_by_director,,
Which other projects did she work on?,search_by_director,,
Find me all movies from him.,search_by_director,,
Find me all movies from her.,search_by_director,,
Can you recommend more from this director?,search_by_director,,
Show all films by the same person.,search_by_director,,
What else did this director work on?,search_by_director,,
Show me his complete film list.,search_by_director,,
Show me her complete film list.,search_by_director,,
Find movies by the same director as this one.,search_by_director,,
Find movies by the person who made this film.,search_by_director,,
Show me more from the person who directed this.,search_by_director,,
What else is in his portfolio?,search_by_director,,
What else is in her portfolio?,search_by_director,,
Bring up other titles by this director.,search_by_director,,
I want more movies from the same filmmaker.,search_by_director,,
Show me more movies from that year.,search_by_year,,
What else came out in the same year?,search_by_year,,
List other films from that year.,search_by_year,,
Give me other movies released that year.,search_by_year,,
Any more titles from that year?,search_by_year,,
What were the other movies released in that year?,search_by_year,,
Show me similar year releases.,search_by_year,,
What else was released around that time?,search_by_year,,
Find me more films from that year.,search_by_year,,
"Other movies from that release year, please.",search_by_year,,
List the other films that came out that year.,search_by_year,,
Show all movies from the same release year.,search_by_year,,
Can you show me other movies from that year?,search_by_year,,
What more do you have from that year?,search_by_year,,
Any other releases in that year?,search_by_year,,
Which other films came out that year?,search_by_year,,
I want to see more movies from that year.,search_by_year,,
Show more titles from that year.,search_by_year,,
Give me more from the same release year.,search_by_year,,
What else was launched that year?,search_by_year,,
Find all movies from that year.,search_by_year,,
Find more from the same year as this one.,search_by_year,,
Can you list the movies from that year?,search_by_year,,
"More films from that release year, please.",search_by_year,,
What movies were out in that year?,search_by_year,,
Other releases from the same year.,search_by_year,,
What else premiered that year?,search_by_year,,
Which other films are from that year?,search_by_year,,
Bring up movies from that year.,search_by_year,,
What more was made that year?,search_by_year,,
Show all releases for that year.,search_by_year,,
I want other titles from that release year.,search_by_year,,
Find similar-year movies.,search_by_year,,
"Movies from the same year, please.",search_by_year,,
Tell me the movies from that year.,search_by_year,,
Show me movies from the same time period.,search_by_year,,
What else is from that release year?,search_by_year,,
List more from the same year.,search_by_year,,
Other movies in that year’s lineup.,search_by_year,,
More from that year’s releases.,search_by_year,,
Tell me about Baahubali,movie_info,,
Give me details of Pushpa,movie_info,,
What is the story of Vikram,movie_info,,
Movie info for RRR,movie_info,,
Can you describe the film KGF Chapter 2,movie_info,,
What's Kanchana about,movie_info,,
Tell me more about Ala Vaikunthapurramuloo,movie_info,,
Show me information on Drishyam,movie_info,,
Give me details of Ponniyin Selvan,movie_info,,
Details about Janatha Garage,movie_info,,
Overview of Rangasthalam,movie_info,,
Synopsis of Eega,movie_info,,
What's the plot of Mahanati,movie_info,,
Tell me about Sye,movie_info,,
Info on Temper movie,movie_info,,
Give me the storyline for Arjun Reddy,movie_info,,
Describe the movie Jersey,movie_info,,
Can you tell me about Premam,movie_info,,
Movie details for 96,movie_info,,
Information about Vaaranam Aayiram,movie_info,,
Tell me about Sarileru Neekevvaru,movie_info,,
Give me the film description of Nenokkadine,movie_info,,
What's Athadu about,movie_info,,
Plot of Magadheera,movie_info,,
Tell me the story of Attarintiki Daredi,movie_info,,
Give me a summary of Oopiri,movie_info,,
Details of Thuppakki,movie_info,,
What's Singam about,movie_info,,
Tell me more about Billa,movie_info,,
Movie info on Vishwaroopam,movie_info,,
Give me details of Vedam,movie_info,,
Tell me about Nannaku Prematho,movie_info,,
Information about Dasavatharam,movie_info,,
What's Kaithi about,movie_info,,
Describe Sarkar movie,movie_info,,
Tell me about Master (2021),movie_info,,
Film details for Annaatthe,movie_info,,
What's Petta about,movie_info,,
Overview of Enthiran,movie_info,,
Details about Sivaji the Boss,movie_info,,
Tell me about Chandramukhi,movie_info,,
What's Indian (1996) about,movie_info,,
Give me information on Thalapathi,movie_info,,
Movie plot for Bombay,movie_info,,
What's Roja about,movie_info,,
Tell me about Minnale,movie_info,,
Story of Alaipayuthey,movie_info,,
Give me details for Ghilli,movie_info,,
What's Mersal about,movie_info,,
Plot of Bigil,movie_info,,
Movie info on 24 (2016),movie_info,,
Tell me about Singeetham Srinivasa Rao's Pushpak,movie_info,,
Overview of Anniyan,movie_info,,
What's I (2015) about,movie_info,,
Give me the storyline for Gentleman (1993),movie_info,,
Film info for Aparichit,movie_info,,
Tell me about Dasara,movie_info,,
Give me details for Balupu,movie_info,,
What's Race Gurram about,movie_info,,
Overview of Kick (2009),movie_info,,
Tell me about Pokiri,movie_info,,
Movie info for Businessman,movie_info,,
What's Atharintiki about,movie_info,,
Film details for Seethamma Vakitlo Sirimalle Chettu,movie_info,,
Overview of Shankar Dada MBBS,movie_info,,
Tell me about Tagore,movie_info,,
Details of Indra movie,movie_info,,
What's Narasimha Naidu about,movie_info,,
Story of Samarasimha Reddy,movie_info,,
Give me information about Simhadri,movie_info,,
What's Yamadonga about,movie_info,,
Tell me about Adhurs,movie_info,,
Movie plot for Jai Lava Kusa,movie_info,,
Give me the details of Brindavanam,movie_info,,
Overview of Sye Raa Narasimha Reddy,movie_info,,
What's Rudhramadevi about,movie_info,,
Details of Gautamiputra Satakarni,movie_info,,
Film info on Shatamanam Bhavati,movie_info,,
Tell me about Fidaa,movie_info,,
Movie details for Kanche,movie_info,,
What's Mukunda about,movie_info,,
Story of Happy Days,movie_info,,
Tell me about Leader (2010),movie_info,,
Overview of Godavari,movie_info,,
What's Anand about,movie_info,,
Film details for Manam,movie_info,,
Give me the plot of Ye Maaya Chesave,movie_info,,
What's Premam (Malayalam) about,movie_info,,
Tell me about Ustad Hotel,movie_info,,
Movie info for Bangalore Days,movie_info,,
Story of Charlie (2015),movie_info,,
Tell me about Maheshinte Prathikaaram,movie_info,,
Details for Drishyam 2,movie_info,,
What's Lucifer about,movie_info,,
Movie plot for Kurup,movie_info,,
Tell me about Minnal Murali,movie_info,,
Overview of Jallikattu,movie_info,,
What's Angamaly Diaries about,movie_info,,
Film details for Kumbalangi Nights,movie_info,,
Tell me about Mahesh Babu,person_info,,
Give me details of Allu Arjun,person_info,,
Who is Prabhas,person_info,,
Tell me about Ram Charan,person_info,,
Can you give info on Jr NTR,person_info,,
Information on N. T. Rama Rao Jr,person_info,,
Details about Chiranjeevi,person_info,,
Tell me about Pawan Kalyan,person_info,,
Who is Vijay Deverakonda,person_info,,
Tell me about Ravi Teja,person_info,,
Give me details about Nani,person_info,,
Tell me about Dulquer Salmaan,person_info,,
Information on Fahadh Faasil,person_info,,
Details about Mammootty,person_info,,
Tell me about Mohanlal,person_info,,
Who is Dhanush,person_info,,
Tell me about Suriya,person_info,,
Information on Karthi,person_info,,
Details about Vikram,person_info,,
Tell me about Kamal Haasan,person_info,,
Who is Rajinikanth,person_info,,
Give me info on Ajith Kumar,person_info,,
Tell me about Vijay,person_info,,
Details about Jayam Ravi,person_info,,
Who is Arya,person_info,,
Tell me about Sivakarthikeyan,person_info,,
Information on G. V. Prakash Kumar,person_info,,
Tell me about S. S. Rajamouli,person_info,,
Who is Shankar (director),person_info,,
Tell me about Lokesh Kanagaraj,person_info,,
Give me details about Trivikram Srinivas,person_info,,
Information on Koratala Siva,person_info,,
Who is Boyapati Srinu,person_info,,
Tell me about Harish Shankar,person_info,,
Details about Sukumar,person_info,,
Who is Anil Ravipudi,person_info,,
Tell me about Vamshi Paidipally,person_info,,
Information on Gautham Vasudev Menon,person_info,,
Tell me about Mani Ratnam,person_info,,
Details about Vetri Maaran,person_info,,
Who is Pa. Ranjith,person_info,,
Tell me about Hanu Raghavapudi,person_info,,
Information on Prashanth Neel,person_info,,
Tell me about Nag Ashwin,person_info,,
Details about Anudeep KV,person_info,,
Tell me about Tharun Bhascker,person_info,,
Who is Karan Johar,person_info,,
Tell me about Rohit Shetty,person_info,,
Information on Sanjay Leela Bhansali,person_info,,
Tell me about Anurag Kashyap,person_info,,
Details about Zoya Akhtar,person_info,,
Who is Farhan Akhtar,person_info,,
Tell me about Nivin Pauly,person_info,,
Information on Tovino Thomas,person_info,,
Tell me about Asif Ali,person_info,,
Details about Indrajith Sukumaran,person_info,,
Who is Vineeth Sreenivasan,person_info,,
Tell me about Lal Jose,person_info,,
Information on Priyadarshan,person_info,,
Tell me about B. Unnikrishnan,person_info,,
Details about R. Madhavan,person_info,,
Who is Shruti Haasan,person_info,,
Tell me about Samantha Ruth Prabhu,person_info,,
Information on Rashmika Mandanna,person_info,,
Tell me about Keerthy Suresh,person_info,,
Details about Sai Pallavi,person_info,,
Who is Nayanthara,person_info,,
Tell me about Anushka Shetty,person_info,,
Information on Kajal Aggarwal,person_info,,
Tell me about Tamannaah Bhatia,person_info,,
Details about Trisha Krishnan,person_info,,
Who is Amala Paul,person_info,,
Tell me about Nazriya Nazim,person_info,,
Information on Parvathy Thiruvothu,person_info,,
Tell me about Aishwarya Rajesh,person_info,,
Details about Priya Anand,person_info,,
Who is Megha Akash,person_info,,
Tell me about Hebah Patel,person_info,,
Information on Raashi Khanna,person_info,,
Tell me about Eesha Rebba,person_info,,
Details about Pooja Hegde,person_info,,
Who is Kriti Shetty,person_info,,
Tell me about Anjali,person_info,,
Information on Bhumika Chawla,person_info,,
Tell me about Sneha,person_info,,
Details about Simran,person_info,,
Who is Jyothika,person_info,,
Tell me about Revathi,person_info,,
Information on Shobana,person_info,,
Tell me about Soundarya,person_info,,
Details about Savitri,person_info,,
Who is Bhanumathi Ramakrishna,person_info,,
Tell me about Kanchana (actress),person_info,,
Information on T. P. Rajalakshmi,person_info,,
Tell me about P. Bhanumathi,person_info,,
Details about Sowcar Janaki,person_info,,
Who is Lakshmi (actress),person_info,,
Tell me about Roja Selvamani,person_info,,
